source,year,election,measure_text,pdf_url,summary_title,summary_text,has_summary,data_source,description,measure_id,percent_yes,passed,measure_type,topic,decade,century,unified_id
ICPSR,,,Proposition 5,,,,,ICPSR,Compensation of Legislators,CA548,30.0,0.0, Legislative Referendum , Labor & Employment | Legislatures ,,,CA548
ICPSR,,,Proposition 5,,,,,ICPSR,Compensation of Legislators,CA566,42.0,0.0, Legislative Referendum , Labor & Employment | Legislatures ,,,CA566
ICPSR,,,Proposition 5,,,,,ICPSR,Veterans' Tax Exemption for Widows,CA616,57.09999847,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA616
ICPSR,,,Proposition 5,,,,,ICPSR,Property Taxation: Relief in Event of Disaster,CA636,50.90000153,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA636
ICPSR,,,Proposition 5,,,,,ICPSR,Hospital Loans,CA656,54.70000076,1.0, Legislative Referendum , Health ,,,CA656
ICPSR,,,Proposition 5,,,,,ICPSR,School Districts,CA701,58.59999847,1.0, Legislative Referendum , Education: PreK-12 | Local Government ,,,CA701
ICPSR,,,Proposition 5,,,,,ICPSR,"Appointment of Regents, University of California",CA705,61.20000076,1.0, Legislative Referendum , Education: Higher Ed | State Government ,,,CA705
ICPSR,,,Proposition 5,,,,,ICPSR,Highways and Mass Transit Guideways,CA731,60.29999924,1.0, Legislative Referendum , Transportation ,,,CA731
ICPSR,,,Proposition 5,,,,,ICPSR,Residence of Local Government Employee,CA732,60.5,1.0, Legislative Referendum , Local Government ,,,CA732
ICPSR,,,Proposition 5,,,,,ICPSR,Interest Rates Allowable,CA755,47.0,0.0, Legislative Referendum , Legislatures | Tax & Revenue ,,,CA755
ICPSR,,,Proposition 5,,,,,ICPSR,"Banks, Francisers, Corporations and Insurers - Taxation",CA764,59.40000153,1.0, Legislative Referendum , Banking & Financial Services | Business & Commerce ,,,CA764
ICPSR,,,Proposition 5,,,,,ICPSR,Regulation of Smoking,CA783,45.59999847,0.0, Initiative , Drug/Alcohol/Tobacco Policy ,,,CA783
ICPSR,,,Proposition 5,,,,,ICPSR,Administrative Agencies,CA789,54.5,1.0, Legislative Referendum , State Government ,,,CA789
ICPSR,,,Proposition 5,,,,,ICPSR,First-Time Home Buyers Bond Act Of 1982,CA840,53.79999924,1.0, Legislative Referendum , Bond Measures | Human Services ,,,CA840
ICPSR,,,Proposition 5,,,,,ICPSR,Gift and Inheritance Taxes.,CA844,61.79999924,1.0, Initiative , Tax & Revenue ,,,CA844
ICPSR,,,Proposition 5,,,,,ICPSR,Tribal-State Gaming Compacts. Tribal Casinos. Initiative Statute.,CA1065,62.40000153,1.0, Initiative , Gambling & Lotteries | State-Tribal Relations ,,,CA1065
ICPSR,,,Proposition 5,,,,,ICPSR,"Nonviolent Drug Offenses. Sentencing, Parole and Rehabilitation. Initiative Statute.",CA1163,40.5,0.0, Initiative , Criminal Justice | Drug/Alcohol/Tobacco Policy ,,,CA1163
ICPSR,,,Proposition 5-G,,,,,ICPSR,Workmen's Compensation,CA592,45.59999847,0.0, Legislative Referendum , Labor & Employment ,,,CA592
ICPSR,,,Proposition 5-G,,,,,ICPSR,"Regents, University of California: Public Meetings",CA680,67.40000153,1.0, Legislative Referendum , Civil & Constitutional Law | Education: Higher Ed | State Government ,,,CA680
ICPSR,,,Proposition 5-P,,,,,ICPSR,State Park and Recreation Bond Act,CA596,47.20000076,0.0, Legislative Referendum , Arts & Culture | Bond Measures | Natural Resources ,,,CA596
ICPSR,,,Proposition 5-P,,,,,ICPSR,"Partial Constitutional Revision: Future Constitutional Amendments, State Civil Service",CA668,48.5,0.0, Legislative Referendum , Civil & Constitutional Law | Labor & Employment | Local Government ,,,CA668
ICPSR,,,Proposition 50,,,,,ICPSR,Property Taxation. Disasters.,CA886,70.5,1.0, Legislative Referendum , Tax & Revenue ,,,CA886
ICPSR,,,Proposition 50,,,,,ICPSR,"Water Quality, Supply and Safe Drinking Water Projects. Coastal Wetlands Purchase and Protection. Bonds. Initiative Statute.",CA1105,55.29999924,1.0, Initiative , Bond Measures | Environmental Protection | Natural Resources ,,,CA1105
ICPSR,,,Proposition 50,,,,,ICPSR,Suspension of Legislators Amendment,CA1238,75.30000305,1.0, Legislative Referendum , Legislatures ,,,CA1238
ICPSR,,,Proposition 51,,,,,ICPSR,Multiple Defendants Tort Damage Liability.,CA880,62.09999847,1.0, Initiative , Civil & Constitutional Law | Judiciary ,,,CA880
ICPSR,,,Proposition 51,,,,,ICPSR,Transportation. Allocation of Sales and Use Taxes Raised From Sale or Lease of Motor Vehicles. Initiative Statute.,CA1102,41.29999924,0.0, Initiative , Budgets | Transportation ,,,CA1102
ICPSR,,,Proposition 51,,,,,ICPSR,Kindergarten through Community College Public Education Facilities Bond Act,CA1229,54.0,1.0, Initiative , Bond Measures | Education: Higher Ed | Education: PreK-12 ,,,CA1229
ICPSR,,,Proposition 52,,,,,ICPSR,County Correctional Facility Capital Expenditure Bond Act Of 1986,CA884,67.19999695,1.0, Legislative Referendum , Bond Measures | Criminal Justice ,,,CA884
ICPSR,,,Proposition 52,,,,,ICPSR,Election Day Voter Registration. Initiative Statute.,CA1101,40.70000076,0.0, Initiative , Elections ,,,CA1101
ICPSR,,,Proposition 52,,,,,ICPSR,State Fees on Hospitals Federal Medi-Cal Matching Funds,CA1236,69.59999847,1.0, Initiative , Health | State Government ,,,CA1236
ICPSR,,,Proposition 53,,,,,ICPSR,Greene-Hughes School Building Lease-Purchase Bond Law of 1986,CA879,60.70000076,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA879
ICPSR,,,Proposition 53,,,,,ICPSR,Infrastructure: Finance. Legislative Constitutional Amendment.,CA1115,36.09999847,0.0, Legislative Referendum , Budgets | Education: PreK-12 | Natural Resources | Transportation ,,,CA1115
ICPSR,,,Proposition 53,,,,,ICPSR,No Blank Checks Initiative,CA1225,48.59999847,0.0, Initiative , Bond Measures | State Government | Tax & Revenue ,,,CA1225
ICPSR,,,Proposition 54,,,,,ICPSR,New Prison Construction Bond Act Of 1986,CA882,65.30000305,1.0, Legislative Referendum , Bond Measures | Criminal Justice ,,,CA882
ICPSR,,,Proposition 54,,,,,ICPSR,"Classification By Race, Ethnicity, Color or National Origin. Initiative Constitutional Amendment.",CA1114,36.09999847,0.0, Initiative , Civil & Constitutional Law ,,,CA1114
ICPSR,,,Proposition 54,,,,,ICPSR,Legislative Transparency Act,CA1235,64.30000305,1.0, Initiative , Legislatures ,,,CA1235
ICPSR,,,Proposition 55,,,,,ICPSR,California Safe Drinking Water Bond Law Of 1986,CA893,78.69999695,1.0, Legislative Referendum , Bond Measures | Environmental Protection | Natural Resources ,,,CA893
ICPSR,,,Proposition 55,,,,,ICPSR,Kindergarten-University Public Education Facilities Bond Act of 2004.,CA1124,50.90000153,1.0, Legislative Referendum , Bond Measures | Education: Higher Ed | Education: PreK-12 ,,,CA1124
ICPSR,,,Proposition 55,,,,,ICPSR,Extension of Temporary Personal Income Tax Increase Amendment,CA1231,62.09999847,1.0, Initiative , Tax & Revenue ,,,CA1231
ICPSR,,,Proposition 56,,,,,ICPSR,Higher Education Facilities Bond Act Of 1986,CA877,59.40000153,1.0, Legislative Referendum , Bond Measures | Education: Higher Ed ,,,CA877
ICPSR,,,Proposition 56,,,,,ICPSR,"State Budget, Related Taxes and Reserve. Voting Requirements. Penalties. Initiative Constitutional Amendment and Statute.",CA1119,34.29999924,0.0, Initiative , Budgets | Legislatures ,,,CA1119
ICPSR,,,Proposition 56,,,,,ICPSR,Cigarette Tax Increase Amendment,CA1233,62.90000153,1.0, Initiative , Drug/Alcohol/Tobacco Policy | Health | Tax & Revenue ,,,CA1233
ICPSR,,,Proposition 57,,,,,ICPSR,Retirement Benefits For Nonjudicial And Nonlegislative Elected State Constitutional Officers,CA887,72.69999695,1.0, Legislative Referendum , Labor & Employment | State Government ,,,CA887
ICPSR,,,Proposition 57,,,,,ICPSR,The Economic Recovery Bond Act,CA1130,63.40000153,1.0, Legislative Referendum , Bond Measures | Budgets ,,,CA1130
ICPSR,,,Proposition 57,,,,,ICPSR,Prison Sentence Reform Amendment,CA1234,63.59999847,1.0, Initiative , Criminal Justice ,,,CA1234
ICPSR,,,Proposition 58,,,,,ICPSR,Taxation. Family Transfers.,CA891,75.69999695,1.0, Legislative Referendum , Tax & Revenue ,,,CA891
ICPSR,,,Proposition 58,,,,,ICPSR,The California Balanced Budget Act. Legislative Constitutional Amendment.,CA1132,71.19999695,1.0, Legislative Referendum , Budgets ,,,CA1132
ICPSR,,,Proposition 58,,,,,ICPSR,English Language Education,CA1237,72.40000153,1.0, Legislative Referendum , Education: PreK-12 ,,,CA1237
ICPSR,,,Proposition 59,,,,,ICPSR,Elected District Attorney,CA895,82.30000305,1.0, Legislative Referendum , Local Government ,,,CA895
ICPSR,,,Proposition 59,,,,,ICPSR,"Public Records, Open Meetings. Legislative Constitutional Amendment.",CA1134,83.40000153,1.0, Legislative Referendum , Civil & Constitutional Law | Local Government | State Government ,,,CA1134
ICPSR,,,Proposition 59,,,,,ICPSR,Overturn Citizens United Act,CA1228,52.29999924,1.0, Initiative , Ethics/Lobbying/Campaign Finance ,,,CA1228
ICPSR,,,Proposition 5G,,,,,ICPSR,"Taxation. Real Property Valuation. Disasters, Seismic Safety, Change in Ownership",CA806,42.29999924,0.0, Legislative Referendum , Tax & Revenue ,,,CA806
ICPSR,,,Proposition 5P,,,,,ICPSR,Freedom of Press.,CA821,75.30000305,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA821
ICPSR,,,Proposition 6,,,,,ICPSR,Municipal Charters.,CA11,,0.0, Legislative Referendum , Local Government ,,,CA11
ICPSR,,,Proposition 6,,,,,ICPSR,Consolidated City and County Governments,CA28,37.90000153,0.0, Initiative , Local Government ,,,CA28
ICPSR,,,Proposition 6,,,,,ICPSR,Water Commission Act,CA54,50.70000076,1.0, Popular Referendum , Natural Resources | State Government ,,,CA54
ICPSR,,,Proposition 6,,,,,ICPSR,Deposit of Public Moneys,CA83,38.5,0.0, Legislative Referendum , Banking & Financial Services | Tax & Revenue ,,,CA83
ICPSR,,,Proposition 6,,,,,ICPSR,Ineligibility to Office,CA94,64.30000305,1.0, Initiative , Legislatures ,,,CA94
ICPSR,,,Proposition 6,,,,,ICPSR,Courts,CA97,23.89999962,0.0, Legislative Referendum , Judiciary ,,,CA97
ICPSR,,,Proposition 6,,,,,ICPSR,Prohibiting Compulsory Vaccination,CA129,43.40000153,0.0, Initiative , Civil & Constitutional Law | Health ,,,CA129
ICPSR,,,Proposition 6,,,,,ICPSR,Title Insurance,CA150,35.40000153,0.0, Legislative Referendum , Insurance ,,,CA150
ICPSR,,,Proposition 6,,,,,ICPSR,Personal Property Taxes,CA184,59.59999847,1.0, Legislative Referendum , Tax & Revenue ,,,CA184
ICPSR,,,Proposition 6,,,,,ICPSR,Racing,CA194,35.40000153,0.0, Initiative , Agriculture | Animal Rights/Hunting & Fishing | Gambling & Lotteries | Military & Veterans Affairs | State Government ,,,CA194
ICPSR,,,Proposition 6,,,,,ICPSR,Education,CA222,43.59999847,0.0, Legislative Referendum , Education: PreK-12 ,,,CA222
ICPSR,,,Proposition 6,,,,,ICPSR,Taxation of Toll Bridges Acquired by State,CA252,48.29999924,0.0, Legislative Referendum , Tax & Revenue | Transportation ,,,CA252
ICPSR,,,Proposition 6,,,,,ICPSR,War Veterans Tax Exemption,CA276,50.5,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA276
ICPSR,,,Proposition 6,,,,,ICPSR,State Bonds for Refinancing Irrigation and Reclamation Districts,CA291,41.29999924,0.0, Legislative Referendum , Agriculture | Bond Measures | Local Government ,,,CA291
ICPSR,,,Proposition 6,,,,,ICPSR,Pleading Guilty Before Committing Magistrate,CA320,53.56999969,1.0, Initiative , Criminal Justice ,,,CA320
ICPSR,,,Proposition 6,,,,,ICPSR,Amending Los Angeles City Charter,CA335,42.40000153,0.0, Legislative Referendum , Local Government ,,,CA335
ICPSR,,,Proposition 6,,,,,ICPSR,Taxation of Insurance Companies,CA369,70.0,1.0, Legislative Referendum , Insurance | Tax & Revenue ,,,CA369
ICPSR,,,Proposition 6,,,,,ICPSR,"Court Review of Acts of Administrative Officers, Boards and Commissions",CA384,49.59999847,0.0, Legislative Referendum , State Government ,,,CA384
ICPSR,,,Proposition 6,,,,,ICPSR,Board of Forestry Established,CA403,49.20000076,0.0, Legislative Referendum , Natural Resources | State Government ,,,CA403
ICPSR,,,Proposition 6,,,,,ICPSR,Legislature. Sessions. Budget.,CA413,39.90000153,0.0, Legislative Referendum , Budgets | Legislatures ,,,CA413
ICPSR,,,Proposition 6,,,,,ICPSR,Annual Sessions of the Legislature,CA435,65.80000305,1.0, Legislative Referendum , Legislatures ,,,CA435
ICPSR,,,Proposition 6,,,,,ICPSR,Regulation of Commercial Fishing,CA445,49.20000076,0.0, Initiative , Animal Rights/Hunting & Fishing | Business & Commerce | Natural Resources ,,,CA445
ICPSR,,,Proposition 6,,,,,ICPSR,Effective Date of 1933 Statutes,CA468,71.69999695,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA468
ICPSR,,,Proposition 6,,,,,ICPSR,Legalizing and Licensing Gambling,CA473,22.79999924,0.0, Initiative , Gambling & Lotteries | Human Services ,,,CA473
ICPSR,,,Proposition 6,,,,,ICPSR,Oaths of Office,CA496,69.59999847,1.0, Legislative Referendum , Judiciary | Legislatures | State Government ,,,CA496
ICPSR,,,Proposition 6,,,,,ICPSR,Pay of Legislators,CA514,52.29999924,1.0, Legislative Referendum , Legislatures ,,,CA514
ICPSR,,,Proposition 6,,,,,ICPSR,Church Exemptions: Parking Lots,CA535,55.29999924,1.0, Legislative Referendum , Tax & Revenue ,,,CA535
ICPSR,,,Proposition 6,,,,,ICPSR,State Indebtedness,CA552,38.29999924,0.0, Legislative Referendum , Budgets | Elections | State Government ,,,CA552
ICPSR,,,Proposition 6,,,,,ICPSR,Assessment of Golf Courses,CA573,62.09999847,1.0, Legislative Referendum , Business & Commerce | Tax & Revenue ,,,CA573
ICPSR,,,Proposition 6,,,,,ICPSR,Taxation: Retaliatory Tax on Out of State Insurers,CA628,78.90000153,1.0, Legislative Referendum , Insurance | Tax & Revenue ,,,CA628
ICPSR,,,Proposition 6,,,,,ICPSR,Legislative Procedure,CA642,61.20000076,1.0, Legislative Referendum , Legislatures ,,,CA642
ICPSR,,,Proposition 6,,,,,ICPSR,Insurance Companies: Gross Premium Tax,CA650,44.5,0.0, Legislative Referendum , Insurance | Tax & Revenue ,,,CA650
ICPSR,,,Proposition 6,,,,,ICPSR,Naturalized Citizen Voting Eligibility,CA702,59.40000153,1.0, Legislative Referendum , Civil & Constitutional Law | Elections ,,,CA702
ICPSR,,,Proposition 6,,,,,ICPSR,Miscellaneous Constitutional Revisions,CA711,66.0,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA711
ICPSR,,,Proposition 6,,,,,ICPSR,Public Legislative Proceedings,CA743,79.0,1.0, Legislative Referendum , Legislatures ,,,CA743
ICPSR,,,Proposition 6,,,,,ICPSR,Property Tax Exemptions,CA745,82.30000305,1.0, Legislative Referendum , Legislatures ,,,CA745
ICPSR,,,Proposition 6,,,,,ICPSR,Bills and Statutes-Effective Date. Governor's Consideration. Referendum.,CA751,43.20000076,0.0, Legislative Referendum , Tax & Revenue ,,,CA751
ICPSR,,,Proposition 6,,,,,ICPSR,Insurance Company Home Office Tax Deductin,CA768,67.0,1.0, Legislative Referendum , Insurance | Tax & Revenue ,,,CA768
ICPSR,,,Proposition 6,,,,,ICPSR,School Employees. Homosexuality.,CA779,41.59999847,0.0, Initiative , Civil & Constitutional Law | Education: PreK-12 ,,,CA779
ICPSR,,,Proposition 6,,,,,ICPSR,Sheriffs,CA791,60.79999924,1.0, Legislative Referendum , Local Government ,,,CA791
ICPSR,,,Proposition 6,,,,,ICPSR,Public Pension Fund Investment.,CA832,39.20000076,0.0, Legislative Referendum , Banking & Financial Services | Labor & Employment | Local Government | State Government ,,,CA832
ICPSR,,,Proposition 6,,,,,ICPSR,Gift and Inheritance Taxes,CA846,64.40000153,1.0, Initiative , Tax & Revenue ,,,CA846
ICPSR,,,Proposition 6,,,,,ICPSR,Criminal Law. Prohibition on Slaughter of Horses and Sale of Horsemeat for Human Consumption. Initiative Statute.,CA1063,59.40000153,1.0, Initiative , Animal Rights/Hunting & Fishing | Business & Commerce | Criminal Justice ,,,CA1063
ICPSR,,,Proposition 6,,,,,ICPSR,Police and Law Enforcement Funding. Criminal Penalties and Laws. Initiative Statute.,CA1159,30.89999962,0.0, Initiative , Budgets | Criminal Justice ,,,CA1159
ICPSR,,,Proposition 6-G,,,,,ICPSR,State Indebtedness,CA608,67.0,1.0, Legislative Referendum , Budgets | State Government ,,,CA608
ICPSR,,,Proposition 6-G,,,,,ICPSR,Teachers' Retirement Fund: Investments,CA681,68.19999695,1.0, Legislative Referendum , Education: PreK-12 | Labor & Employment ,,,CA681
ICPSR,,,Proposition 6-P,,,,,ICPSR,Daylight Saving Time. Amendment to Daylight Saving Time Initiative Act,CA611,79.59999847,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA611
ICPSR,,,Proposition 6-P,,,,,ICPSR,State and County Boards of Education: Textbooks,CA677,55.20000076,1.0, Legislative Referendum , Education: PreK-12 | Local Government ,,,CA677
ICPSR,,,Proposition 60,,,,,ICPSR,Taxation. Replacement Residences,CA892,77.0,1.0, Legislative Referendum , Tax & Revenue ,,,CA892
ICPSR,,,Proposition 60,,,,,ICPSR,Election Rights of Political Parties. Legislative Constitutional Amendment.,CA1131,67.59999847,1.0, Legislative Referendum , Elections ,,,CA1131
ICPSR,,,Proposition 60,,,,,ICPSR,California Safer Sex in the Adult Film Industry Act,CA1222,46.09999847,0.0, Initiative , Health ,,,CA1222
ICPSR,,,Proposition 60A,,,,,ICPSR,Surplus Property. Legislative Constitutional Amendment.,CA1133,73.30000305,1.0, Legislative Referendum , State Government | Tax & Revenue ,,,CA1133
ICPSR,,,Proposition 61,,,,,ICPSR,"Compensation Of Public Officials, Employees, Individual Public Contractors.",CA874,34.09999847,0.0, Initiative , Labor & Employment | Local Government | State Government ,,,CA874
ICPSR,,,Proposition 61,,,,,ICPSR,Children's Hospital Projects. Grant Program. Bond Act. Initiative Statute.,CA1126,58.29999924,1.0, Initiative , Bond Measures | Health ,,,CA1126
ICPSR,,,Proposition 61,,,,,ICPSR,California Drug Price Relief Act,CA1224,46.29999924,0.0, Initiative , Health | State Government ,,,CA1224
ICPSR,,,Proposition 62,,,,,ICPSR,Taxation. Local Governments And Districts.,CA876,58.0,1.0, Initiative , Local Government | Tax & Revenue ,,,CA876
ICPSR,,,Proposition 62,,,,,ICPSR,Elections. Primaries. Initiative Constitutional Amendment and Statute.,CA1121,46.09999847,0.0, Initiative , Elections ,,,CA1121
ICPSR,,,Proposition 62,,,,,ICPSR,Justice That Works Act (Capital Punishment),CA1223,46.09999847,0.0, Initiative , Criminal Justice ,,,CA1223
ICPSR,,,Proposition 63,,,,,ICPSR,Official State Language. Initiative Constitutional Amendment,CA888,73.19999695,1.0, Initiative , Civil & Constitutional Law | State Government ,,,CA888
ICPSR,,,Proposition 63,,,,,ICPSR,Mental Health Services Expansion and Funding. Tax on Incomes over $1 Million. Initiative Statute.,CA1125,53.79999924,1.0, Initiative , Health | Tax & Revenue ,,,CA1125
ICPSR,,,Proposition 63,,,,,ICPSR,Safety For All Act,CA1232,62.59999847,1.0, Initiative , Criminal Justice ,,,CA1232
ICPSR,,,Proposition 64,,,,,ICPSR,Acquired Immune Deficiency Syndrome (AIDS).,CA873,29.29999924,0.0, Initiative , Health ,,,CA873
ICPSR,,,Proposition 64,,,,,ICPSR,Limitations on Enforcement of Unfair Business Competition Laws. Initiative Statute.,CA1127,59.0,1.0, Initiative , Business & Commerce | Civil & Constitutional Law ,,,CA1127
ICPSR,,,Proposition 64,,,,,ICPSR,Legalization of Marijuana for Adults Over 21,CA1230,55.79999924,1.0, Initiative , Business & Commerce | Drug/Alcohol/Tobacco Policy | Tax & Revenue ,,,CA1230
ICPSR,,,Proposition 65,,,,,ICPSR,Restrictions On Toxic Discharges Into Drinking Water; Requirement Of Notice Of Persons' Exposure To Toxics. Initiative Statute,CA881,62.59999847,1.0, Initiative , Business & Commerce | Environmental Protection ,,,CA881
ICPSR,,,Proposition 65,,,,,ICPSR,Local Government Funds and Revenues. State Mandates. Initiative Constitutional Amendment.,CA1120,37.59999847,0.0, Initiative , Legislatures | Local Government | Tax & Revenue ,,,CA1120
ICPSR,,,Proposition 65,,,,,ICPSR,Environmental Fund from Reusable Bag Fees,CA1221,44.70000076,0.0, Initiative , Environmental Protection | Tax & Revenue ,,,CA1221
ICPSR,,,Proposition 66,,,,,ICPSR,Elected County Assessor,CA934,73.5,1.0, Legislative Referendum , Local Government ,,,CA934
ICPSR,,,Proposition 66,,,,,ICPSR,"Limitations on ""Three Strikes"" Law. Sex Crimes. Punishment. Initiative Statute.",CA1122,47.29999924,0.0, Initiative , Criminal Justice ,,,CA1122
ICPSR,,,Proposition 66,,,,,ICPSR,Death Penalty Revision,CA1226,50.90000153,1.0, Initiative , Criminal Justice ,,,CA1226
ICPSR,,,Proposition 67,,,,,ICPSR,Second Degree Murder Of Peace Officer. Minimum Term.,CA937,82.09999847,1.0, Legislative Referendum , Criminal Justice ,,,CA937
ICPSR,,,Proposition 67,,,,,ICPSR,Emergency and Medical Services. Funding. Telephone Surcharge. Initiative Constitutional Amendment and Statute.,CA1118,28.39999962,0.0, Initiative , Budgets | Drug/Alcohol/Tobacco Policy | Health | Tax & Revenue ,,,CA1118
ICPSR,,,Proposition 67,,,,,ICPSR,Referendum to Overturn Ban on Single-Use Plastic Bags,CA1227,52.0,1.0, Popular Referendum , Business & Commerce | Environmental Protection ,,,CA1227
ICPSR,,,Proposition 68,,,,,ICPSR,Legislative Campaigns. Spending and Contribution Limits. Partial Public Funding.,CA910,52.79999924,1.0, Initiative , Ethics/Lobbying/Campaign Finance ,,,CA910
ICPSR,,,Proposition 68,,,,,ICPSR,"Tribal Gaming Compact Renegotiation. Non-Tribal Commercial Gambling Expansion. Revenues, Tax Exemptions. Initiative Constitutional Amendment and Statute.",CA1116,16.20000076,0.0, Initiative , Gambling & Lotteries | State-Tribal Relations ,,,CA1116
ICPSR,,,Proposition 69,,,,,ICPSR,Acquired Immune Deficiency Syndrome -- AIDS.,CA899,32.0,0.0, Initiative , Health ,,,CA899
ICPSR,,,Proposition 69,,,,,ICPSR,DNA Samples. Collection. Database. Funding. Initiative Statute.,CA1129,62.09999847,1.0, Initiative , Civil & Constitutional Law | Criminal Justice ,,,CA1129
ICPSR,,,Proposition 6G,,,,,ICPSR,Number of Jurors in Civil Cases,CA816,57.5,1.0, Legislative Referendum , Civil & Constitutional Law | Judiciary ,,,CA816
ICPSR,,,Proposition 6P,,,,,ICPSR,Reapportionment.,CA815,54.70000076,1.0, Legislative Referendum , Judiciary ,,,CA815
ICPSR,,,Proposition 7,,,,,ICPSR,Initiative and Referendum.,CA6,,0.0, Legislative Referendum , Elections-Initiative Process ,,,CA6
ICPSR,,,Proposition 7,,,,,ICPSR,Racing Commission and Horse Racing,CA24,29.79999924,0.0, Initiative , Animal Rights/Hunting & Fishing | Gambling & Lotteries | State Government ,,,CA24
ICPSR,,,Proposition 7,,,,,ICPSR,Local Taxation Exemption,CA41,41.59999847,0.0, Legislative Referendum , Local Government | Tax & Revenue ,,,CA41
ICPSR,,,Proposition 7,,,,,ICPSR,Initiative and Referendum,CA88,49.90000153,0.0, Legislative Referendum , Elections-Initiative Process ,,,CA88
ICPSR,,,Proposition 7,,,,,ICPSR,Amendment to the State Highway Act,CA95,76.0,1.0, Legislative Referendum , Bond Measures | Transportation ,,,CA95
ICPSR,,,Proposition 7,,,,,ICPSR,Los Angeles County Funds,CA113,50.70000076,1.0, Legislative Referendum , Local Government ,,,CA113
ICPSR,,,Proposition 7,,,,,ICPSR,Prohibiting Vivisection,CA127,34.09999847,0.0, Initiative , Animal Rights/Hunting & Fishing | Health ,,,CA127
ICPSR,,,Proposition 7,,,,,ICPSR,Exempting Veterans from Taxation,CA161,51.59999847,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA161
ICPSR,,,Proposition 7,,,,,ICPSR,Boxing and Wrestling Contests,CA180,51.0,1.0, Initiative , Business & Commerce ,,,CA180
ICPSR,,,Proposition 7,,,,,ICPSR,Taxation of Short Line Steam Railroads,CA215,73.19999695,1.0, Legislative Referendum , Tax & Revenue | Transportation ,,,CA215
ICPSR,,,Proposition 7,,,,,ICPSR,Water,CA237,77.19999695,1.0, Legislative Referendum , Natural Resources ,,,CA237
ICPSR,,,Proposition 7,,,,,ICPSR,Daylight Savings Act,CA243,24.29999924,0.0, Initiative , Civil & Constitutional Law ,,,CA243
ICPSR,,,Proposition 7,,,,,ICPSR,Legislative Expenses,CA266,17.79999924,0.0, Legislative Referendum , Legislatures ,,,CA266
ICPSR,,,Proposition 7,,,,,ICPSR,Declaring Effective Dates of Acts of Legislature,CA297,74.40000153,1.0, Legislative Referendum , Legislatures ,,,CA297
ICPSR,,,Proposition 7,,,,,ICPSR,State Civil Service,CA319,78.69999695,1.0, Initiative , Labor & Employment | State Government ,,,CA319
ICPSR,,,Proposition 7,,,,,ICPSR,County and Municipal Civil Service,CA332,36.29999924,0.0, Initiative , Labor & Employment | Local Government ,,,CA332
ICPSR,,,Proposition 7,,,,,ICPSR,Relief Administration,CA366,58.29999924,1.0, Legislative Referendum , Human Services | State Government ,,,CA366
ICPSR,,,Proposition 7,,,,,ICPSR,Appellate Courts,CA381,40.09999847,0.0, Legislative Referendum , Judiciary ,,,CA381
ICPSR,,,Proposition 7,,,,,ICPSR,Taxation of Insurance Companies,CA407,69.69999695,1.0, Legislative Referendum , Insurance | Tax & Revenue ,,,CA407
ICPSR,,,Proposition 7,,,,,ICPSR,Legislature. Expenses of Members.,CA417,54.29999924,1.0, Legislative Referendum , Legislatures ,,,CA417
ICPSR,,,Proposition 7,,,,,ICPSR,County Boards of Education,CA436,71.0,1.0, Legislative Referendum , Education: PreK-12 | Local Government ,,,CA436
ICPSR,,,Proposition 7,,,,,ICPSR,Residence of Voters,CA456,,1.0, Legislative Referendum , Elections ,,,CA456
ICPSR,,,Proposition 7,,,,,ICPSR,Revision of Tax Provisions,CA467,71.59999847,1.0, Legislative Referendum , Tax & Revenue ,,,CA467
ICPSR,,,Proposition 7,,,,,ICPSR,Chiropractors,CA477,57.0,1.0, Legislative Referendum , Civil & Constitutional Law | Health ,,,CA477
ICPSR,,,Proposition 7,,,,,ICPSR,Elections: Ballot Designation of Party Affiliations,CA498,72.80000305,1.0, Legislative Referendum , Elections ,,,CA498
ICPSR,,,Proposition 7,,,,,ICPSR,Land Titles. Torrans Act.,CA521,72.40000153,1.0, Legislative Referendum , Land Use/Property Rights ,,,CA521
ICPSR,,,Proposition 7,,,,,ICPSR,State Legislature,CA530,38.79999924,0.0, Legislative Referendum , Legislatures ,,,CA530
ICPSR,,,Proposition 7,,,,,ICPSR,Government Functions: Wartime Disaster,CA563,78.30000305,1.0, Legislative Referendum , State Government ,,,CA563
ICPSR,,,Proposition 7,,,,,ICPSR,Chiropractors,CA571,56.29999924,1.0, Legislative Referendum , Health ,,,CA571
ICPSR,,,Proposition 7,,,,,ICPSR,Constitution Revision,CA609,72.19999695,1.0, Legislative Referendum , Civil & Constitutional Law | Legislatures ,,,CA609
ICPSR,,,Proposition 7,,,,,ICPSR,Public Retirement Funds,CA614,42.0,0.0, Legislative Referendum , Labor & Employment | State Government ,,,CA614
